"Seller","Make","Price","ZIP","City","State","Class","Year","Length","Category","Hull.Material","Engine.Type","age"
"Arrowhead Boat Sales","Formula",82950,"74331 ","Grand Lake","OK","Power",2001,40," Cruisers","Fiberglass","Twin Inboard",18
"Middle Sound Boatworks","Formula",79500,"28411 ","Wilmington","NC","Power",1999,40," Express Cruiser","Fiberglass","Other",20
"WORLDWIDE YACHT SALES INC. - WORLDWIDE YACHT SALES INC.","Formula",189000,"33904 ","Cape Coral","FL","Power",2005,40," Express Cruiser","Fiberglass","Other",14
"Lakeside Formula","Formula",539000,"48080 ","St. Clair Shores","MI","Power",2018,40," Sports Cruiser, Cruisers","Fiberglass","Other",1
"Yacht Brokers South - Yacht Brokers South","Formula",495000,"34102 ","Naples","FL","Power",2018,40," Cruisers, Motor Yachts","Fiberglass","Twin Inboard",1
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Formula",419000,"33004 ","Dania Beach","FL","Power",2016,40," Cruisers, Motor Yachts","Fiberglass","Twin Inboard",3
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Formula",429000,"33004 ","Dania Beach","FL","Power",2016,40," Cruisers, Motor Yachts","Fiberglass","Twin Inboard",3
"Comstock Yacht Sales & Marina","Formula",309900,"8724 ","Brick","NJ","Power",2013,40," Cruisers, Express Cruiser","Fiberglass","Other",6
"Knot 10 Yacht Sales","Formula",279000,"21638 ","Grasonville","MD","Power",2012,40," Cruisers, Motor Yachts, Express Cruiser","Fiberglass","Twin Inboard",7
"Lakeside Formula","Formula",177900,"48080 ","St. Clair Shores","MI","Power",2009,40," Sports Cruiser, Cruisers","Fiberglass","Other",10
"Knot 10 Yacht Sales","Formula",209000,"21638 ","Grasonville","MD","Power",2008,40," Cruisers, Motor Yachts","Fiberglass","Other",11
"Victory Yacht Sales - Victory Yacht Sales","Formula",210000,"33138 ","Miami","FL","Power",2007,40," Center Consoles","Fiberglass","Other",12
"On The Dock Yacht Sales - On The Dock Yacht Sales","Formula",224900,"33908 ","Main Office In Fort Myers","FL","Power",2007,40," Cruisers, Motor Yachts","Fiberglass","Twin Inboard",12
"Onekama Marine, Inc.","Formula",215000,"49675 ","Onekama","MI","Power",2006,40," Cruisers, Motor Yachts, Express Cruiser","Fiberglass","Twin Inboard",13
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Formula",199000,"33301 ","Fort Lauderdale","FL","Power",2006,40," Cruisers, Motor Yachts","Fiberglass","Twin Inboard",13
"Total Marine - Total Marine of Norwalk","Formula",174900,"6854 ","Norwalk","CT","Power",2005,40," Sports Cruiser, Cruisers","Fiberglass","Other",14
"River Valley Power & Sport - Red Wing","Formula",110900,"55066 ","Red Wing","MN","Power",2003,40," Cruisers, Motor Yachts, Cuddy Cabin","Fiberglass","Other",16
"Temptation Yacht Sales, Inc","Formula",128000,"48045 ","Harrison Township","MI","Power",2003,40," Cruisers, Express Cruiser","Fiberglass","Other",16
"Legendary Marine - Legendary Marine Destin","Formula",104900,"32541 ","Destin","FL","Power",2002,40," Cruisers, Motor Yachts","Fiberglass","Other",17
"Yacht Brokers South - Yacht Brokers South","Formula",105000,"34102 ","Naples","FL","Power",2002,40," Cruisers, Motor Yachts","Fiberglass","Twin Inboard",17
"Westside Marine - Westside Marine","Formula",139900,"78006 ","Boerne","TX","Power",2001,40," Cruisers","Fiberglass","Other",18
"South Shore Dry Dock Marine, Inc. - South Shore Dry Dock Marine, Inc.","Formula",109900,"2050 ","Marshfield","MA","Power",2001,40," Cruisers, Motor Yachts","Fiberglass","Twin Inboard",18
"Denison Yachting - Denison Yachting - Marina Del Rey","Formula",109000,"90292 ","Marina Del Rey","CA","Power",2000,40," Cruisers, Express Cruiser, High Performance Boats","Fiberglass","Other",19
"POP Yachts","Formula",122300,"34233 ","Sarasota","FL","Power",2001,40," Express Cruiser, Cruisers, Motor Yachts","Other","Other",18
"DiMillo's Yacht Sales - New York","Formula",599000,"11542 ","Glen Cove","NY","Power",2017,40," Express Cruiser, Sports Cruiser","Fiberglass","Twin Inboard",2
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Formula",90000,"33004 ","Dania Beach","FL","Power",2001,40," Express Cruiser","Fiberglass","Twin Inboard",18
"Total Marine - Total Marine of Maryland","Formula",399000,"21666 ","Stevensville","MD","Power",2015,40," Sports Cruiser","Fiberglass","Other",4
"Oyster Harbors Marine - Oyster Harbors Marine","Fortier",110000,"2655 ","Osterville","MA","Power",1986,40," Convertible Boats","Fiberglass","Twin Inboard",33
"South Shore Dry Dock Marine, Inc. - South Shore Dry Dock Marine, Westport Office","Fortier",115000,"2790 ","Westport","MA","Power",1987,40," Convertible Boats, Sports Fishing Boats, Downeast","Fiberglass","Twin Inboard",32
"American Custom Marine","Fountain",69900,"48074 ","Smiths Creek","MI","Power",1986,40," High Performance Boats","Fiberglass","Other",33
"BoatExport.com","Fountain",55000,"33060 ","Pompano Beach","FL","Power",1988,40," High Performance Boats, Cuddy Cabin","Fiberglass","Other",31
"Texas Coast Yachts - Texas Coast Yachts","Fountaine Pajot",535000,"77565 ","Clear Lake Shores","TX","Sails",2019,40," Catamaran","Fiberglass","Twin Inboard",0
"Global One Yacht Sales - Global One Yacht Sales","Fountaine Pajot",1400000,"8724 ","Brick","NJ","Power",2020,40," Power Catamarans, Trawlers, Motor Yachts","Fiberglass","Other",-1
"North Point Yacht Sales - North Point Yacht Sales","Freedom",135000,"21403 ","Annapolis","MD","Sails",1997,40," Cruisers, Sloop, Center Cockpit","Fiberglass","Single Inboard",22
"Cape Yachts - Cape Yachts at South Wharf - South Dartmouth, MA","Freedom",118500,"2748 ","South Dartmouth","MA","Sails",1995,40," Sloop, Cruisers","Fiberglass","Single Inboard",24
"Northrop and Johnson - Northrop and Johnson, Inc. RI","Friendship",775000,"2840 ","Newport","RI","Sails",2004,40," Daysailers, Sloop","Fiberglass","Single Inboard",15
"Prestige Yacht Sales - Prestige Yacht Sales","Gagliotta",449000,"6855 ","Norwalk","CT","Power",2019,40," Downeast","Fiberglass","Other",0
"Buzzards Bay Yacht Sales","Grand Banks",225000,"2534 ","Cataumet","MA","Power",1996,40," Downeast, Flybridge","Fiberglass","Twin Inboard",23
"YachtSalesInternational.Com - YSI@the New River","Greenline",680919,"33301 ","Fort Lauderdale","FL","Power",2019,40," Cruisers, Trawlers","Fiberglass","Twin Inboard",0
"YachtSalesInternational.Com - YSI@the New River","Greenline",689700,"33301 ","Fort Lauderdale","FL","Power",2019,40," Cruisers, Trawlers","Fiberglass","Twin Inboard",0
"SVP YACHTS - Factory Direct - SVP YACHTS doo","Greenline",679700,"33009 ","Hallandale","FL","Power",2019,40," Motor Yachts, Cruisers","Fiberglass","Twin Inboard",0
"The Boat Yard Inc - The Boat Yard, Inc","Hanko",118995,"70072 ","Marrero","LA","Power",2005,40," Pilothouse","Other","Other",14
"Rick Obey Yacht Sales - Rick Obey Yacht Sales California","Hanse",149900,"92656 ","Huntington Beach","CA","Sails",2006,40," Racers and Cruisers, Cruisers, Center Cockpit","Fiberglass","Other",13
"North Point Yacht Sales - North Point Yacht Sales","Hanse",129500,"21403 ","Annapolis","MD","Sails",2006,40," Racers and Cruisers","Fiberglass","Single Inboard",13
"PIER ONE YACHT SALES - PIER ONE YACHT SALES","Harbor Master",74000,"33950 ","Punta Gorda","FL","Power",1994,40," Motor Yachts, House Boats","Fiberglass","Twin Inboard",25
"Houseboats Buy Terry - Houseboats Buy Terry","Harbor Master",59000,"42633 ","Monticello","KY","Power",1992,40," Motor Yachts","Fiberglass","Twin Inboard",27
"Offshore Marine Services, Ltd.","Hatteras",129890,"6410 ","Cheshire","CT","Power",1989,40," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",30
"Berry-Boger Yacht Sales, Inc. - Berry-Boger Yacht Sales, Inc.","Hatteras",49900,"29582 ","North Myrtle Beach","SC","Power",1987,40," Aft Cabin, Trawlers, Motor Yachts","Fiberglass","Twin Inboard",32
"Grande Yachts International - Grande Yachts International - Grasonville","Hatteras",54900,"21638 ","Grasonville","MD","Power",1990,40," Aft Cabin","Fiberglass","Twin Inboard",29
"Little Yacht Sales - Little Yacht Sales","Heritage East",59900,"77565 ","Kemah","TX","Power",1986,40," Trawlers, Motor Yachts","Fiberglass","Twin Inboard",33
"Brewer Yacht Sales - Brewer Yacht Sales","Hershine",67900,"6498 ","Westbrook","CT","Power",1987,40," Trawlers","Fiberglass","Single Inboard",32
"Boatshed Seattle - Boatshed Seattle","Hi-Star",55500,"98109 ","Seattle","WA","Power",1986,40," Motor Yachts","Fiberglass","Other",33
"Brewer Yacht Sales - Laird Larrimore","Hinckley",119500,"20688 ","Solomons","MD","Sails",1972,40," Cruisers, Sloop","Fiberglass","Single Inboard",47
"Northrop and Johnson - Northrop and Johnson, Inc. RI","Hinckley",155000,"2840 ","Newport","RI","Sails",1978,40," Sloop","Fiberglass","Single Inboard",41
"Prestige Yacht Sales - Prestige Yacht Sales - Brewers Dauntless Shipyard","Hinckley",159900,"6426 ","Essex","CT","Sails",1967,40," Yawl","Fiberglass","Single Inboard",52
"Prestige Yacht Sales - Prestige Yacht Sales - East Greenwich, RI","Hinckley",99500,"2818 ","East Greenwich","RI","Sails",1975,40," Yawl","Fiberglass","Other",44
"United Yacht Sales - United Yacht Sales - RI / CT / New England Area","Hinckley",159900,"0 ","New England","RI","Sails",1979,40," Sloop, Cruisers","Fiberglass","Single Inboard",40
"Prestige Yacht Sales - Prestige Yacht Sales","Hinckley",73000,"6855 ","Norwalk","CT","Sails",1975,40," Yawl, Antique and Classics","Fiberglass","Single Inboard",44
"YachtZero","Houseboat",340000,"33161 ","North Miami","FL","Power",2019,40," House Boats, Barge","Fiberglass","Other",0
"Norton's Yacht Sales, Inc.","Hunter",59000,"23043 ","Deltaville","VA","Sails",1994,40," Cruisers","Fiberglass","Other",25
"Boston Yacht Sales - Boston Yacht Sales","Hunter",69900,"2191 ","N. Weymouth","MA","Sails",1995,40," Sloop","Fiberglass","Single Inboard",24
"POP Yachts","Hunter",26750,"34233 ","Sarasota","FL","Sails",1985,40," Racers and Cruisers, Sloop, Racers and Cruisers","Fiberglass","Other",34
"Bluewater Yacht Sales - Bluewater Yacht Sales","Hunter",29900,"23669 ","Hampton","VA","Sails",1989,40," Sloop","Fiberglass","Single Inboard",30
"RCR Sandusky","Hunter",59900,"44870 ","Sandusky","OH","Sails",1996,40," Cruisers","Fiberglass","Single Inboard",23
"Northrop and Johnson - Northrop and Johnson, Inc. RI","Intrepid",475000,"2840 ","Newport","RI","Power",2015,40," Cuddy Cabin","Fiberglass","Triple Outboard",4
"CCO Brokerage, LLC","Intrepid",364900,"33155 ","Miami","FL","Power",2015,40," Center Consoles","Fiberglass","Triple Outboard",4
"Intrepid Southeast","Intrepid",399000,"33004 ","Dania Beach","FL","Power",2015,40," Center Consoles","Fiberglass","Other",4
"RKH LLC","Intrepid",265000,"33483 ","Delray Beach","FL","Power",2012,40," Center Consoles","Fiberglass","Other",7
"Northrop and Johnson - Northrop and Johnson Yachts-Ships, Inc","Intrepid",325000,"33315 ","Fort Lauderdale","FL","Power",2011,40," Center Consoles","Fiberglass","Other",8
"Denison Yachting - Denison Yachting - Stuart","Intrepid",475000,"34994 ","Stuart","FL","Power",2016,40," Cuddy Cabin","Fiberglass","Other",3
"Stephen Munive Yacht Sales - Stephen Munive Yacht Sales","Intrepid",569000,"33316 ","Fort Lauderdale","FL","Power",2018,40," Cuddy Cabin","Fiberglass","Triple Outboard",1
"Intrepid Southeast","Intrepid",499000,"33004 ","Dania Beach","FL","Power",2017,40," Cuddy Cabin","Fiberglass","Other",2
"Denison Yachting - Denison Yachting","Intrepid",499000,"33316 ","Fort Lauderdale","FL","Power",2017,40," Cuddy Cabin, Center Consoles, Saltwater Fishing","Fiberglass","Triple Outboard",2
"Tight Lines Marine","Intrepid",599900,"33462 ","Lake Worth","FL","Power",2018,40," Center Consoles, Sports Fishing Boats, Saltwater Fishing","Fiberglass","Other",1
"YACHTEZ IMPORT AND EXPORT LLC - YACHTEZ IMPORT AND EXPORT","Intrepid",439900,"33315 ","Fort Lauderdale","FL","Power",2013,40," Cuddy Cabin","Fiberglass","Triple Outboard",6
"Grander Marine - Grander Marine","Invincible",679500,"36530 ","Orange Beach","AL","Power",2019,40," Power Catamarans","Other","Other",0
"Grander Marine - Grander Marine","Invincible",629999,"36530 ","Orange Beach","AL","Power",2018,40," Power Catamarans","Other","Other",1
"Curtis Stokes & Associates - Curtis Stokes & Associates","Island Gypsy",49900,"33316 ","Ft. Lauderdale","FL","Power",1989,40," Trawlers","Fiberglass","Twin Inboard",30
"Berry-Boger Yacht Sales, Inc. - Berry-Boger Yacht Sales, Inc.","Island Gypsy",49900,"29582 ","North Myrtle Beach","SC","Power",1987,40," Trawlers","Fiberglass","Twin Inboard",32
"Marine Servicenter - Anacortes Sales Center","Island Packet",159000,"98221 ","Anacortes","WA","Sails",2000,40," Cruisers, Cutter","Fiberglass","Other",19
"Edwards Yacht Sales","Island Packet",180000,"33764 ","Clearwater","FL","Sails",1998,40," Cruisers, Cutter","Fiberglass","Single Inboard",21
"Edwards Yacht Sales","  Yanmar Model: 4JH2EHP: 50 hpHours: 3525Gear Box:  Kanzaki 2.63 ratioTides Marine Dripless Shaft SealMaxprop Folding Prop w/ Shaft Shark Line Cutter",159900,"33764 ","Clearwater","FL","Sails",1998,40," Cutter, Cruisers","Fiberglass","Single Inboard",21
"Denison Yachting - Denison Yachting - Charleston","Island Packet",149900,"29401 ","Charleston","SC","Sails",1996,40," Cruisers","Fiberglass","Single Inboard",23
"Edwards Yacht Sales","Island Packet",129900,"33764 ","Clearwater","FL","Sails",1995,40," Cruisers","Fiberglass","Single Inboard",24
"Edwards Yacht Sales","Island Packet",157000,"33764 ","Clearwater","FL","Sails",1994,40," Cruisers","Fiberglass","Single Inboard",25
"Curtis Stokes & Associates - Curtis Stokes & Associates","Island Packet",159500,"33316 ","Ft. Lauderdale","FL","Sails",1995,40," Cutter, Sloop","Fiberglass","Single Inboard",24
"Export Yacht Sales - Export Yacht Sales","Island Packet",195000,"33176 ","Miami","FL","Power",2009,40," Trawlers","Fiberglass","Twin Inboard",10
"PIER ONE YACHT SALES - PIER ONE YACHT SALES","Island Pilot DSe12m Hybrid",84900,"33950 ","Punta Gorda","FL","Sails",1990,40," Motorsailers","Fiberglass","Single Inboard",29
"Yachtfinders Windseakers - Yachtfinders Windseakers","Island Trader",47500,"92106 ","San Diego","CA","Sails",1981,40," Sloop, Racers and Cruisers","Fiberglass","Single Inboard",38
"Port Sanilac Marina - Port Sanilac Marina","Islander",24875,"48469 ","Port Sanilac","MI","Sails",1980,40," Racers and Cruisers, Racers","Fiberglass","Single Inboard",39
"Grandpappy Point Marina","Islander",29000,"75020 ","Denison","TX","Sails",1983,40," Cruisers","Fiberglass","Other",36
"Ludington Yacht Sales","Islander",27900,"49431-2021","Ludington","MI","Sails",1982,40," Racers and Cruisers","Fiberglass","Single Inboard",37
"HarborView Yacht Sales, LLC","Islander",49900,"49684 ","Traverse City","MI","Sails",1983,40," Racers and Cruisers","Fiberglass","Single Inboard",36
"Denison Yachting - Denison Yachting - Newport Beach","J Boats",240000,"92663 ","Newport Beach","CA","Sails",2007,40," Racers","Fiberglass","Single Inboard",12
"North Point Yacht Sales - North Point Yacht Sales","J Boats",147000,"21403 ","Annapolis","MD","Sails",1998,40," Racers and Cruisers, Cruisers, Sloop","Fiberglass","Single Inboard",21
"Denison Yachting - Denison Yachting - Long Beach, CA","J Boats",150000,"90803 ","Long Beach","CA","Sails",1998,40," Racers and Cruisers, Sloop, Racers","Fiberglass","Single Inboard",21
"RCR  Buffalo","J Boats",149000,"14203 ","Buffalo","NY","Sails",1997,40," Racers","Fiberglass","Single Inboard",22
"North Point Yacht Sales - North Point Yacht Sales","J Boats",79900,"21403 ","Annapolis","MD","Sails",1995,40," Racers, Cruisers","Fiberglass","Single Inboard",24
"Invictus Yacht Sales","J Boats",299990,"21666 ","Stevensville","MD","Power",2017,40," Express Cruiser","Fiberglass","Other",2
"POP Yachts","Jeanneau",233400,"34233 ","Sarasota","FL","Sails",2014,40," Racers and Cruisers, Sloop","Other","Other",5
"YachtSalesInternational.Com - YSI@Martin Bird Associates","Jeanneau",205000,"21403 ","Annapolis","MD","Sails",2014,40," Cruisers, Sloop","Fiberglass","Single Inboard",5
"POP Yachts","Jeanneau",74750,"34233 ","Sarasota","FL","Power",1997,40," Motor Yachts, Convertible Boats, Aft Cabin","Other","Twin Inboard",22
"Waypoint Marine Group - Waypoint Marine Group","Jefferson",64900,"98107 ","Seattle","WA","Power",1990,40," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",29
"POP Yachts","Jefferson",87800,"34233 ","Sarasota","FL","Power",1973,40," Trawlers, House Boats, Motor Yachts","Fiberglass","Single Inboard",46
"World Class Yacht Sales, Inc. - Corporate Office - New Port Richey","Jensen",60500,"34652 ","New Port Richey","FL","Power",1976,40," Sports Fishing Boats, Convertible Boats","Fiberglass","Twin Inboard",43
"Bayport Yachts - Bayport Yachts","Jersey Cape",49500,"92663 ","Newport Beach","CA","Sails",1981,40," Sloop, Antique and Classics","Fiberglass","Single Inboard",38
"Executive Boat & Yacht Brokerage - Executive Boat & Yacht Brokerage","Kalik",8995,"84115 ","Salt Lake City","UT","Power",1982,40," House Boats, Pontoon Boats","Steel","Other",37
"ARAMARK - Lake Powell Resorts & Marinas","Kayot",5000,"86040 ","Page","AZ","Power",1979,40," House Boats, Pontoon Boats","Steel","Other",40
"Gilman Yachts of Fort Lauderdale","Kayot",575000,"33316 ","Ft. Lauderdale","FL","Power",2002,40," Sports Fishing Boats","Fiberglass","Twin Inboard",17
"Marine Servicenter - Seattle","Lagoon",569854,"98109 ","Seattle","WA","Sails",2019,40," Catamaran, Multi-Hulls, Cruisers","Fiberglass","Twin Inboard",0
"Cape Yachts - Cape Yachts at South Wharf - South Dartmouth, MA","Lagoon",209000,"2748 ","South Dartmouth","MA","Power",1998,40," Downeast, Cruisers, Flybridge","Fiberglass","Twin Inboard",21
"Denison Yachting - Denison Yachting - Seattle","Legacy",172450,"98109 ","Seattle","WA","Power",1997,40," Express Cruiser, Downeast, Saltwater Fishing","Fiberglass","Twin Inboard",22
"Grande Yachts International - Grande Yachts International - Charleston","Legacy",129000,"29464 ","Mount Pleasant","SC","Power",1996,40," Trawlers","Fiberglass","Twin Inboard",23
"Smith Yacht Sales - Smith Yacht Sales","Legacy Yachts",226900,"2043 ","Hingham","MA","Power",2001,40," Downeast","Fiberglass","Twin Inboard",18
"Denison Yachting - Denison Yachting","Legacy Yachts",499000,"33316 ","Fort Lauderdale","FL","Sails",2018,40," Catamaran, Multi-Hulls","Fiberglass","Twin Inboard",1
"Sail Away Catamarans - Sail Away Catamarans Yacht Sales","Leopard",474000,"21037 ","Edgewater","MD","Sails",2018,40," Catamaran, Multi-Hulls","Fiberglass","Twin Inboard",1
"Jersey Cape Yacht Sales - Jersey Cape Yacht Sales","Leopard",130000,"8215 ","Lower Bank","NJ","Power",2003,40," Saltwater Fishing, Motor Yachts, Convertible Boats","Fiberglass","Twin Inboard",16
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Luhrs",159900,"33312 ","Fort Lauderdale","FL","Power",2002,40," Sports Fishing Boats, Convertible Boats","Fiberglass","Twin Inboard",17
"WORLDWIDE YACHT SALES INC. - WORLDWIDE YACHT SALES INC.","Luhrs",159002,"33904 ","Cape Coral","FL","Power",2004,40," Saltwater Fishing, Sports Fishing Boats, Express Cruiser","Fiberglass","Twin Inboard",15
"Jersey Cape Yacht Sales - Jersey Cape Yacht Sales","Luhrs",134900,"8215 ","Lower Bank","NJ","Power",2002,40," Saltwater Fishing, Sports Fishing Boats","Fiberglass","Twin Inboard",17
"North Shore Sales - North Shore Sales","Luhrs",27900,"49456 ","Spring Lake","MI","Power",1989,40," Flybridge, Sports Fishing Boats, Convertible Boats","Fiberglass","Twin Inboard",30
"Denison Yachting - Denison Yachting","Luhrs",149900,"33316 ","Fort Lauderdale","FL","Power",2001,40," Convertible Boats, Sports Fishing Boats, Flybridge","Fiberglass","Twin Inboard",18
"Edwards Yacht Sales","Luhrs",125000,"33764 ","Clearwater","FL","Power",2000,40," Sports Fishing Boats","Fiberglass","Twin Inboard",19
"Global One Yacht Sales - Global One Yacht Sales","Luhrs",51900,"8724 ","Brick","NJ","Power",1989,40," Flybridge","Fiberglass","Twin Inboard",30
"North Point Yacht Sales - North Point Yacht Sales","Luhrs",650000,"21403 ","Annapolis","MD","Power",2009,40," Downeast","Composite","Twin Inboard",10
"Ross Yacht Sales","MJM Yachts",719000,"34698 ","Dunedin","FL","Power",2010,40," Cruisers","Fiberglass","Twin Inboard",9
"Marine Unlimited - Marine Unlimited","MJM Yachts",359900,"8753 ","Toms River","NJ","Power",2008,40," High Performance Boats, Power Catamarans","Fiberglass","Other",11
"Big Thunder Marine - Big Thunder Marine","MTI",499950,"65065 ","Osage Beach","MO","Power",2013,40," High Performance Boats","Composite","Other",6
"Cedar Mills Marina and Resort - Cedar Mills Marina and Resort","MTI Marine Technology Inc",150000,"76245 ","Gordonville","TX","Power",2008,40," Other","Fiberglass","Other",11
"Knot 10 Yacht Sales","MacGregor",225000,"21638 ","Grasonville","MD","Sails",2006,40," Cruisers","Fiberglass","Other",13
"Knot 10 Yacht Sales","Mainship",40000,"21638 ","Grasonville","MD","Power",1986,40," Aft Cabin, Motor Yachts","Fiberglass","Other",33
"Captain's Choice of Pickwick","Mainship",79900,"38852 ","Iuka","MS","Power",1986,40," Aft Cabin, Flybridge, Motor Yachts","Fiberglass","Twin Inboard",33
"Temptation Yacht Sales, Inc","Mainship",59900,"48045 ","Harrison Township","MI","Power",1988,40," Flybridge, Motor Yachts, Trawlers","Fiberglass","Other",31
"POP Yachts","Mainship",1e+05,"34233 ","Sarasota","FL","Power",1996,40," Sports Fishing Boats, Motor Yachts, Other","Fiberglass","Twin Inboard",23
"Pickwick Yacht Brokers, LLC","Mainship",69900,"38326 ","Counce","TN","Power",1996,40," Flybridge, Motor Yachts","Fiberglass","Twin Inboard",23
"Marine Group - Emerald Coast - Marine Group - Emerald Coast","Mainship",69000,"36561 ","Orange Beach","AL","Power",1994,40," Flybridge","Fiberglass","Twin Inboard",25
"POP Yachts","Mainship",54500,"34233 ","Sarasota","FL","Power",1993,40," Motor Yachts, Aft Cabin, Convertible Boats","Fiberglass","Twin Inboard",26
"St. Petersburg Yacht  Sales & Service - St. Petersburg Yacht Sales & Service","Mainship",64900,"33701 ","St. Petersburg","FL","Power",1997,40," Motor Yachts, Flybridge","Fiberglass","Twin Inboard",22
"Curtis Stokes & Associates - Curtis Stokes & Associates","Mainship",165000,"33316 ","Ft. Lauderdale","FL","Power",2004,40," Trawlers, Flybridge","Fiberglass","Single Inboard",15
"YACHT WORKS - Yacht Works - Florida","Mainship",199900,"33037 ","Key Largo","FL","Power",2007,40," Trawlers","Fiberglass","Twin Inboard",12
"Annapolis Yacht Sales - Deltaville","Mainship",159000,"23043 ","Deltaville","VA","Power",2004,40," Flybridge","Fiberglass","Single Inboard",15
"Brewer Yacht Sales - Hal Slater, CPYB","Mainship",164900,"6615 ","Stratford","CT","Power",2004,40," Saltwater Fishing, Trawlers","Fiberglass","Single Inboard",15
"Pickwick Yacht Brokers, LLC","Mainship",46900,"38326 ","Counce","TN","Power",1986,40," Motor Yachts, Cruisers","Fiberglass","Twin Inboard",33
"Curtis Stokes & Associates - Curtis Stokes & Associates","Mainship",90000,"33316 ","Ft. Lauderdale","FL","Power",1999,40," Motor Yachts, Motor Yachts","Fiberglass","Twin Inboard",20
"Neptune Yacht Sales and Services","Mainship",64900,"28562 ","New Bern","NC","Power",1996,40," Motor Yachts, Flybridge, Convertible Boats","Fiberglass","Twin Inboard",23
"All Captains Yacht Sales - All Captains Yacht Sales","Mainship",49900,"34221 ","Palmetto","FL","Power",1994,40," Flybridge, Cruisers","Fiberglass","Twin Inboard",25
"Curtis Stokes & Associates - Curtis Stokes & Associates","Mainship",48000,"33316 ","Ft. Lauderdale","FL","Power",1979,40," Trawlers","Fiberglass","Single Inboard",40
"World Class Yacht Sales, Inc. - Corporate Office - New Port Richey","Marine Trader",89900,"34652 ","New Port Richey","FL","Power",1984,40," Motor Yachts, Trawlers","Fiberglass","Twin Inboard",35
"Little Yacht Sales - Little Yacht Sales","Marine Trader",54500,"77565 ","Kemah","TX","Power",1985,40," Motor Yachts, Trawlers","Fiberglass","Other",34
"Curtis Stokes & Associates - Curtis Stokes & Associates","Marine Trader",42500,"33316 ","Ft. Lauderdale","FL","Power",1983,40," Trawlers, Motor Yachts","Fiberglass","Single Inboard",36
"PIER ONE YACHT SALES - PIER ONE YACHT SALES","Marine Trader",228000,"33950 ","Punta Gorda","FL","Power",2006,40," Trawlers","Fiberglass","Single Inboard",13
"Norton's Yacht Sales, Inc.","Mariner",222000,"23043 ","Deltaville","VA","Sails",2014,40," Cruisers","Fiberglass","Single Inboard",5
"SkipperBud's Marina Del Isle","Marlow-Hunter",195500,"43440 ","Marblehead","OH","Power",2013,40," Other","Fiberglass","Single Inboard",6
"ADMIRALS ANCHOR - Admirals Anchor Marina","Marlow-Hunter",79950,"47130 ","Jeffersonville","IN","Power",1998,40," Express Cruiser, Cruisers","Fiberglass","Twin Inboard",21
"Tampa Yacht Sales, INC","Maxum",229950,"33716 ","St Petersburg","FL","Power",2008,40," Motor Yachts, Flybridge","Fiberglass","Twin Inboard",11
"SYS Yacht Sales - SYS Yacht Sales","Meridian",145900,"34236 ","Sarasota","FL","Power",2004,40," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",15
"Admiral Yacht Sales - Admiral Yacht Sales","Meridian",229000,"32084 ","St. Augustine","FL","Power",2007,40," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",12
"Port Harbor Marine - South Portland, ME","Meridian",199995,"4106 ","South Portland","ME","Power",2006,40," Cruisers","Other","Other",13
"YachtSalesInternational.Com - YSI@Martin Bird Associates","Meridian",219900,"21403 ","Annapolis","MD","Power",2005,40," Motor Yachts, Aft Cabin","Fiberglass","Twin Inboard",14
"Great Lakes Boats & Brokerage","Meridian",189900,"44060 ","Mentor","OH","Power",2005,40," Motor Yachts","Fiberglass","Twin Inboard",14
"SkipperBud's Pewaukee","Meridian",179995,"53072 ","Pewaukee","WI","Power",2004,40," Motor Yachts","Fiberglass","Other",15
"POP Yachts","Meridian",346000,"34233 ","Sarasota","FL","Power",2013,40," Express Cruiser, Motor Yachts, Cruisers","Fiberglass","Twin Inboard",6
"Ugly John's Custom Boats, LLC. - Ugly John's Custom Boats, LLC.","Monterey",257895,"74331 ","Afton","OK","Power",2009,40," Express Cruiser, Sports Cruiser","Fiberglass","Twin Inboard",10
"Sail Away Catamarans - Sail Away Catamarans Yacht Sales","Monterey",235000,"21037 ","Edgewater","MD","Sails",2006,40," Catamaran, Multi-Hulls","Fiberglass","Twin Inboard",13
"United Yacht Sales - United Yacht Sales - South Carolina / North Carolina Area","Nautitech",79900,"0 ","Beaufort","NC","Sails",1989,40," Cruisers, Ketch","Fiberglass","Single Inboard",30
"Double R Performance","Nonsuch",249900,"L0L 1T0","Hawkestone","ON","Power",2010,40," High Performance Boats","Fiberglass","Other",9
"RCR Yachts of Erie","Nor-Tech",24900,"16507 ","Erie","PA","Sails",1987,40," Cruisers","Fiberglass","Other",32
"Denison Yachting - Denison Yachting - Stuart","O'Day",189000,"34994 ","Stuart","FL","Power",2001,40," Sports Fishing Boats","Fiberglass","Twin Inboard",18
